年份,季度,企业,品牌,车型,排量,原城市,流向城市,车龄年,数量
2017,第二季度,广汽本田,本田,雅阁,2.4L,临沂市,临沂市,6-7年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,辽阳市,辽阳市,8-9年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,聊城市,大同市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,保山市,保山市,9-10年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,深圳市,白城市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,唐山市,抚州市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,广州市,济宁市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,葫芦岛市,锦州市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,茂名市,茂名市,4-5年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,阜新市,阜新市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,烟台市,烟台市,1-2年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,丽水市,温州市,8-9年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,盐城市,盐城市,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,榆林市,榆林市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,太原市,大同市,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,白城市,白城市,3-4年,3
2017,第二季度,广汽本田,本田,雅阁,3.0L,北京市,铁岭市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,普洱市,西双版纳傣族自治州,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,中山市,中山市,3-4年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,临沂市,临沂市,3-4年,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,重庆市,梅州市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,西安市,西安市,4-5年,23
2017,第二季度,广汽本田,本田,雅阁,3.5L,深圳市,深圳市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,乌鲁木齐市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,葫芦岛市,葫芦岛市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,荆州市,荆州市,8-9年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,南京市,呼和浩特市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,莆田市,莆田市,15年以上,7
2017,第二季度,广汽本田,本田,雅阁,2.0L,盐城市,盐城市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,福州市,漳州市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,廊坊市,廊坊市,13-14年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,太原市,大同市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,常州市,揭阳市,12-13年,2
2017,第二季度,广汽本田,本田,雅阁,3.5L,衡阳市,衡阳市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,西安市,庆阳市,6-7年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,巴彦淖尔市,巴彦淖尔市,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,温州市,温州市,13-14年,16
2017,第二季度,广汽本田,本田,雅阁,2.4L,南宁市,茂名市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,宜宾市,昌吉回族自治州,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,凉山彝族自治州,凉山彝族自治州,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,四平市,长春市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,潜江市,潜江市,12-13年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,伊犁哈萨克自治州,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,廊坊市,廊坊市,13-14年,8
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,包头市,6-7年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,牡丹江市,牡丹江市,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,丽水市,哈尔滨市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,铁岭市,铁岭市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,佳木斯市,佳木斯市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,盘锦市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,湘潭市,湘潭市,9-10年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,桂林市,桂林市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,湖州市,湖州市,7-8年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,郑州市,新乡市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,宁波市,汕头市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,广州市,太原市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,长沙市,常德市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,杭州市,嘉兴市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,乌鲁木齐市,乌鲁木齐市,12-13年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,黄冈市,黄冈市,7-8年,7
2017,第二季度,广汽本田,本田,雅阁,2.0L,汕头市,汕头市,13-14年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,成都市,西宁市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,天津市,茂名市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,苏州市,邵阳市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,成都市,武威市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,无锡市,无锡市,9-10年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,长春市,长春市,4-5年,10
2017,第二季度,广汽本田,本田,雅阁,2.0L,南充市,南充市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,连云港市,连云港市,3-4年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,深圳市,中山市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,汕尾市,汕尾市,14-15年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,南通市,营口市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,重庆市,安康市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,湘潭市,湘潭市,11-12年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,葫芦岛市,葫芦岛市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,张掖市,张掖市,9-10年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,广州市,河源市,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,海口市,海口市,2-3年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,永州市,永州市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,松原市,松原市,12-13年,7
2017,第二季度,广汽本田,本田,雅阁,2.0L,咸宁市,襄阳市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,安阳市,呼和浩特市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,菏泽市,菏泽市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,西安市,内江市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,石嘴山市,石嘴山市,12-13年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,绵阳市,绵阳市,12-13年,5
2017,第二季度,广汽本田,本田,雅阁,2.3L,包头市,包头市,15年以上,2
2017,第二季度,广汽本田,本田,雅阁,2.3L,锦州市,锦州市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,临沂市,临沂市,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,黑河市,黑河市,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,临沂市,临沂市,7-8年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,荆门市,荆门市,12-13年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,兰州市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,铁岭市,铁岭市,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,西安市,咸阳市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,三亚市,三亚市,8-9年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,西双版纳傣族自治州,昆明市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,朝阳市,赤峰市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,衡水市,衡水市,9-10年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,长春市,长春市,6-7年,8
2017,第二季度,广汽本田,本田,雅阁,2.0L,郑州市,大庆市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,武汉市,黄冈市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,杭州市,茂名市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,焦作市,兰州市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,临汾市,吕梁市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,乌鲁木齐市,乌鲁木齐市,3-4年,8
2017,第二季度,广汽本田,本田,雅阁,2.0L,温州市,漯河市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,乌鲁木齐市,阿克苏地区,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,抚顺市,抚顺市,10-11年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,长沙市,长春市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,太原市,松原市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,金华市,漳州市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,黑河市,三亚市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,喀什地区,10-11年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,鸡西市,哈尔滨市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,垦区,黑河市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,宁波市,衢州市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,沈阳市,哈尔滨市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,乌海市,鄂尔多斯市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,贵阳市,南宁市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,绥化市,绥化市,8-9年,9
2017,第二季度,广汽本田,本田,雅阁,3.0L,重庆市,喀什地区,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,荆州市,荆州市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,大庆市,哈尔滨市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,惠州市,惠州市,11-12年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,鞍山市,辽阳市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,邢台市,石家庄市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,台州市,台州市,4-5年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,遵义市,遵义市,7-8年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,柳州市,柳州市,11-12年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,哈尔滨市,哈尔滨市,6-7年,24
2017,第二季度,广汽本田,本田,雅阁,2.0L,普洱市,普洱市,11-12年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,随州市,随州市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,宁波市,宁波市,9-10年,9
2017,第二季度,广汽本田,本田,雅阁,2.0L,宜春市,新余市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,眉山市,银川市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,株洲市,株洲市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,东莞市,东莞市,2-3年,2
2017,第二季度,广汽本田,本田,雅阁,3.0L,惠州市,惠州市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,清远市,清远市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,遂宁市,银川市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,锦州市,12-13年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,保定市,石家庄市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,东莞市,东莞市,3-4年,7
2017,第二季度,广汽本田,本田,雅阁,2.4L,阜阳市,兰州市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,河源市,河源市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,通辽市,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,渭南市,渭南市,9-10年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,淄博市,汕头市,11-12年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,鹤壁市,鹤壁市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,郑州市,晋中市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,巴音郭楞蒙古自治州,阿克苏地区,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,宿州市,宿州市,14-15年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,成都市,兰州市,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,舟山市,舟山市,15年以上,10
2017,第二季度,广汽本田,本田,雅阁,2.0L,钦州市,钦州市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,昌吉回族自治州,博尔塔拉蒙古自治州,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,徐州市,丹东市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,无锡市,枣庄市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,通化市,吉林市,4-5年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,保定市,哈尔滨市,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,3.0L,东莞市,东莞市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,连云港市,连云港市,6-7年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,德阳市,绵阳市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,辽阳市,盘锦市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,廊坊市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,大庆市,大庆市,7-8年,14
2017,第二季度,广汽本田,本田,雅阁,3.5L,辽阳市,辽阳市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,锦州市,锦州市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,深圳市,荆州市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,铁岭市,铁岭市,14-15年,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,盐城市,盐城市,12-13年,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,郑州市,郑州市,4-5年,14
2017,第二季度,广汽本田,本田,雅阁,2.4L,大兴安岭地区,大兴安岭地区,9-10年,2
2017,第二季度,本田技研,本田,雅阁,2.2L,中山市,中山市,15年以上,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,贺州市,梧州市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,防城港市,茂名市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,广州市,广州市,11-12年,18
2017,第二季度,广汽本田,本田,雅阁,2.0L,乌兰察布市,鄂尔多斯市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,武汉市,通化市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,信阳市,呼和浩特市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,连云港市,连云港市,2-3年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,临汾市,临汾市,12-13年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,滨州市,邵阳市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,哈密地区,哈密地区,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,天津市,哈尔滨市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,金华市,丽水市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,长治市,长治市,10-11年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,晋中市,哈尔滨市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,重庆市,伊犁哈萨克自治州,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,济宁市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,珠海市,湛江市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,杭州市,哈尔滨市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,上海市,濮阳市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,重庆市,南宁市,6-7年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,白山市,白山市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,天津市,赤峰市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,玉林市,茂名市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,阳江市,阳江市,7-8年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,娄底市,娄底市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,湘潭市,湘潭市,14-15年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,聊城市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,贵阳市,贵阳市,6-7年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,辽源市,牡丹江市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,杭州市,韶关市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,伊春市,伊春市,11-12年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,郑州市,洛阳市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,天津市,滁州市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,昆明市,西双版纳傣族自治州,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,武汉市,临沂市,1-2年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,焦作市,焦作市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,青岛市,青岛市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,重庆市,钦州市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,沧州市,大庆市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,宁波市,黄冈市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,亳州市,连云港市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,徐州市,徐州市,14-15年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,洛阳市,洛阳市,2-3年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,惠州市,朔州市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,亳州市,芜湖市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,3.5L,北海市,北海市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,广州市,清远市,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,潍坊市,潍坊市,12-13年,15
2017,第二季度,广汽本田,本田,雅阁,2.4L,漯河市,漯河市,7-8年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,长春市,长春市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,抚州市,台州市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,石河子市,石河子市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,杭州市,杭州市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,成都市,银川市,4-5年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,漳州市,漳州市,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,云浮市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,上海市,梅州市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,南宁市,南宁市,15年以上,19
2017,第二季度,广汽本田,本田,雅阁,2.0L,沧州市,沧州市,14-15年,6
2017,第二季度,广汽本田,本田,雅阁,2.4L,阿拉善盟,阿拉善盟,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,青岛市,青岛市,8-9年,15
2017,第二季度,广汽本田,本田,雅阁,2.0L,长沙市,茂名市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,大连市,大连市,8-9年,15
2017,第二季度,广汽本田,本田,雅阁,2.0L,沈阳市,葫芦岛市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,延安市,延安市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,遂宁市,遂宁市,7-8年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,周口市,4-5年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,太原市,太原市,10-11年,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,银川市,银川市,15年以上,11
2017,第二季度,广汽本田,本田,雅阁,2.4L,汕头市,佛山市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,长春市,兴安盟,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,北京市,5-6年,22
2017,第二季度,广汽本田,本田,雅阁,2.0L,广州市,韶关市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,大庆市,大庆市,7-8年,13
2017,第二季度,广汽本田,本田,雅阁,3.0L,北京市,兴安盟,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,泰安市,淄博市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,苏州市,哈尔滨市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,清远市,清远市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,益阳市,贵港市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,西安市,甘南藏族自治州,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,拉萨市,拉萨市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,垦区,垦区,6-7年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,宁波市,茂名市,11-12年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,盘锦市,盘锦市,4-5年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,亳州市,临沂市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,重庆市,银川市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,西安市,杨凌,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,杭州市,杭州市,6-7年,7
2017,第二季度,广汽本田,本田,雅阁,2.0L,恩施土家族苗族自治州,恩施土家族苗族自治州,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,漯河市,驻马店市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,金华市,金华市,8-9年,10
2017,第二季度,广汽本田,本田,雅阁,2.0L,上饶市,九江市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,扬州市,长春市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,西安市,西安市,12-13年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,渭南市,渭南市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,大理白族自治州,大理白族自治州,9-10年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,酒泉市,酒泉市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,江门市,江门市,14-15年,7
2017,第二季度,广汽本田,本田,雅阁,2.4L,鄂尔多斯市,银川市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,柳州市,柳州市,13-14年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,塔城地区,塔城地区,10-11年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,重庆市,桂林市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,太原市,太原市,15年以上,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,黄山市,黄山市,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,滁州市,宿州市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,呼和浩特市,通辽市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,淄博市,淄博市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,天津市,莆田市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,洛阳市,运城市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,盐城市,大庆市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,天津市,呼和浩特市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,梅州市,12-13年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,石家庄市,石家庄市,13-14年,7
2017,第二季度,广汽本田,本田,雅阁,2.4L,塔城地区,塔城地区,9-10年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,安庆市,铜陵市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,四平市,四平市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,阿克苏地区,13-14年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,丽江市,丽江市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,南京市,榆林市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,西安市,银川市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,东营市,东营市,2-3年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,沈阳市,营口市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,巴音郭楞蒙古自治州,巴音郭楞蒙古自治州,7-8年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,石河子市,巴音郭楞蒙古自治州,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,上海市,上海市,15年以上,19
2017,第二季度,广汽本田,本田,雅阁,2.0L,黄石市,武汉市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,白城市,哈尔滨市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,白山市,白山市,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,辽阳市,辽阳市,15年以上,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,苏州市,苏州市,8-9年,21
2017,第二季度,广汽本田,本田,雅阁,2.0L,长春市,哈尔滨市,4-5年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,秦皇岛市,秦皇岛市,4-5年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,汉中市,汉中市,13-14年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,连云港市,盘锦市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,深圳市,茂名市,11-12年,6
2017,第二季度,广汽本田,本田,雅阁,2.4L,南平市,潮州市,11-12年,1
